,name,floorPrice,marketCap,numOwners,totalSupply,sevenDayChange,sevenDayVolume,oneDayChange,oneDayVolume,thirtyDayChange,thirtyDayVolume,totalVolume,id
0,Bored Ape Comic,0.06,1347.073028647073,2360.0,9999.0,113.1603387706981,212.589382858794,0.8461044701247764,68.8818558623979,209.89795447523318,219.312782858795,220.352682858794,Q29sbGVjdGlvblN0YXRzVHlwZTo4MDQxNjg=
1,Degenz,0.095,1144.0733324876385,1517.0,11111.0,12.199307662139315,209.333190977173,0.030148993030646044,103.6371,-0.5258041674547191,265.477743986416,825.326071968199,Q29sbGVjdGlvblN0YXRzVHlwZTo3NjY2NTA=
2,Royal Society of Players,0.277,3873.127408980505,1551.0,10000.0,0.003674066939616931,206.825003639559,0.06357197907368412,42.715803901323,2.1648906286820964,2202.37581505433,2898.25320022998,Q29sbGVjdGlvblN0YXRzVHlwZTo4MTExMzk=
3,Nifty Island: Legendary Palms,2.6,12.81655625,551.0,6.0,18.284253982583834,205.0649,2.0157413676371023,89.085,0.0,221.8077,221.8077,Q29sbGVjdGlvblN0YXRzVHlwZTo4NjM4NTQ=
4,The Wicked Craniums,0.295,3675.3575663580223,4104.0,10762.0,-0.06265290208992667,203.199939786566,0.3268261848137454,58.0411,0.024581889749561235,1494.19588552828,6342.77355391562,Q29sbGVjdGlvblN0YXRzVHlwZTo3MTI5ODY=
5,Fortune Media,16.3,57.94574285714286,227.0,4.0,-0.8762064166683703,202.8101,0.6167664670658684,27.0,0.0,3313.74737270069,3313.74737270068,Q29sbGVjdGlvblN0YXRzVHlwZTo4NzYxNzI=
6,Forgotten Runes Wizards Cult,0.249,4003.799121728747,2103.0,10013.0,-0.3355705116281005,196.331306178849,0.35525412672518597,55.3961545909182,0.48249402490931165,1142.26787254611,1912.77207246409,Q29sbGVjdGlvblN0YXRzVHlwZTo3NTE3NTg=
7,Fast Food Punks,1.7,2148.1758241758243,449.0,1000.0,-0.5178937726692849,195.484,-0.22105156723963607,38.519,64.50747675561419,2615.93989730103,2655.87335263868,Q29sbGVjdGlvblN0YXRzVHlwZTo3NTQ2ODU=
8,Lazy Lions,0.125,1758.1522648045125,3190.0,10080.0,-0.705640057829326,192.908373499384,1.1830731627983664,62.1180811745191,0.0,1519.2634326798,1519.41323267983,Q29sbGVjdGlvblN0YXRzVHlwZTo4Nzk4ODE=
9,BAYC Honorary Members,100.0,3342.5,29.0,35.0,0.07743606319529185,191.0,0.0,80.0,0.0,920.7622,920.7622,Q29sbGVjdGlvblN0YXRzVHlwZTo1MTg5OTY=
10,BASTARD GAN PUNKS V2,0.369,6840.66196,2600.0,11305.0,-0.8275912352951615,190.60668,0.9917226886761055,41.8927,2.6729745927727944,2187.93028778087,4682.09316222764,Q29sbGVjdGlvblN0YXRzVHlwZTo4NzY2NA==
11,24px,0.085,1831.7241298721465,3798.0,9900.0,-0.88947954335735,185.762729938549,-0.4905924825822208,12.6995,0.0,2536.06630605853,2536.06630605882,Q29sbGVjdGlvblN0YXRzVHlwZTo4NTU3OTc=
12,Tools of Rock Mint Tickets,0.35,5.624563144610938,17.0,25.0,0.0,183.585741040101,-0.7689162884623392,17.7598,0.0,183.5857410401,183.5857410401,Q29sbGVjdGlvblN0YXRzVHlwZToxMDA2MTk4
13,NFTrees,8.5,1955.6144081081084,252.0,421.0,6.230619396800155,171.8711,0.19062167267731409,69.3299,59.616429910453014,452.804731431084,672.521934746481,Q29sbGVjdGlvblN0YXRzVHlwZToyMjU0Nw==
14,etherscissors official,1.66,68.96072289156626,84.0,100.0,0.0,171.7122,-0.8213234012116786,26.03,0.0,171.7122,171.7122,Q29sbGVjdGlvblN0YXRzVHlwZToxMDI1NjY4
15,Bitchcoin,1.7,1640.7084607142856,104.0,3291.0,133.00863999999999,167.5108,-0.803921568627451,1.5,171.7908,171.7908,180.5408,Q29sbGVjdGlvblN0YXRzVHlwZTo2NDI3MjY=
16,GLUEWAVE,0.9,366.0541189931146,40.0,248.0,1091.2582582859068,163.838738742886,6.543859649122807,8.6,0.0,163.988738742886,163.988738742886,Q29sbGVjdGlvblN0YXRzVHlwZTo5NjgxOTk=
17,MadBulL,1.488,95.75985502392344,154.0,246.0,4066.8475,162.7139,0.5701682396389003,15.306,202.56737499999872,162.853899999999,163.653899999999,Q29sbGVjdGlvblN0YXRzVHlwZTo3NTIwMjE=
18,Rivermen,0.1469,1763.5019737798461,1120.0,9874.0,78.60667974564332,157.525697880679,1.9604645665426752,78.5761,0.0,159.504497880679,159.504497880679,Q29sbGVjdGlvblN0YXRzVHlwZTo5NTE2Mjg=
19,The Meta Key,1.4,5.176378021978022,1461.0,3.0,0.20482103827627496,157.0168,0.9541407618589635,56.8909,-0.06101904962205283,615.384453496738,1811.36932003059,Q29sbGVjdGlvblN0YXRzVHlwZTozODM1MjU=
20,CryptoBeasts,0.29,3846.21224962129,2630.0,9478.0,0.5321951094866997,153.393989275886,-0.13539180361929962,17.0614,0.15440488310715572,908.200100135921,1694.92589576098,Q29sbGVjdGlvblN0YXRzVHlwZTo3NTEwODY=
21,Vox Collectibles,0.15,2490.749708325907,2977.0,8888.0,-0.963971763238485,152.729364428175,-0.4175119248038962,18.4794,0.0,4391.886707574,4391.88670757402,Q29sbGVjdGlvblN0YXRzVHlwZTo4NDM4MDQ=
22,Party Penguins,0.16,1716.632132297697,3204.0,9999.0,-0.9280068111255647,150.907055134481,1.8102041057381113,47.5835,0.0,2783.48987196244,2783.48987196244,Q29sbGVjdGlvblN0YXRzVHlwZTo4MzA2NDM=
23,Satoshibles,0.18,1720.152720930698,1439.0,5000.0,-0.6884890029480145,150.341347809343,1.1230688637707993,37.116551410873,0.0,793.091462944056,793.091462944058,Q29sbGVjdGlvblN0YXRzVHlwZTo3MDk0MzQ=
24,PXIN GXNG,0.8,27.277140983606557,335.0,34.0,3.3936914559329643,146.8152,-0.041023425940392114,52.1736,-0.3611578711038041,232.169951757738,830.289651857739,Q29sbGVjdGlvblN0YXRzVHlwZTo2MTI0OTA=
25,Ethernity's Master Collection,0.02,3391.6412805388572,5114.0,11984.0,22.375690657462517,145.469260530455,-0.4397531140121918,34.9173057887068,108.01717454466169,154.247460530455,850.971015721193,Q29sbGVjdGlvblN0YXRzVHlwZTo1OTc5Mw==
26,DeadFellaz,0.0899,1179.6756615965462,2616.0,10000.0,-0.7733060914816743,143.44856045014,-0.2428505962441538,19.874774914248,0.0,776.233805487036,776.233805487034,Q29sbGVjdGlvblN0YXRzVHlwZTo5MzYxMjE=
27,Illuvium,0.19,9.42630578778135,1760.0,21.0,-0.37270022762196997,139.5991,-0.4463822074168422,11.301,4.364742073791165,520.262493306327,846.319337792943,Q29sbGVjdGlvblN0YXRzVHlwZTozODAyMjU=
28,Inertial Moment,2.0,91.30461295046513,97.0,150.0,0.0,138.783011684707,-0.49394821943523554,46.4715,1754.7876460588375,140.463011684707,140.883011684707,Q29sbGVjdGlvblN0YXRzVHlwZTo0Njg0MDA=
29,Physarum Series,2.5,84.09859488713283,115.0,149.0,0.0,136.025244079188,153.95230321794511,130.454344079188,0.0,136.025244079188,136.025244079187,Q29sbGVjdGlvblN0YXRzVHlwZTo4OTU1MTQ=
30,"""I'm Spottie""",0.034,180.5668159970157,709.0,2003.0,0.0,135.132130394172,2.768110387121502,1.9662,0.0,135.132130394172,135.132130394172,Q29sbGVjdGlvblN0YXRzVHlwZTo4NjU5OTE=
31,AlphaBetty Doodles,0.08,1424.1353113972968,3045.0,10000.0,-0.8321717945048515,134.865613989324,0.22812882724835337,18.5515,0.0,1021.37761937133,1021.37761937135,Q29sbGVjdGlvblN0YXRzVHlwZTo4ODI4OTI=
32,ChainRings,0.2095,263.8775099513144,495.0,1024.0,58.241070067877665,132.196447856469,-0.6774420989849739,32.1971,0.0,183.148860648798,183.148860648798,Q29sbGVjdGlvblN0YXRzVHlwZTo4MDAyNDI=
33,Purrnelopes Country Club,0.12,1900.710983222446,2041.0,10000.0,-0.8006453443289068,132.09941333396,-0.1860867198812813,23.8388,336.04153661818816,798.788441785106,801.158441785107,Q29sbGVjdGlvblN0YXRzVHlwZTo3OTYxMDE=
34,Mirandus,0.035964000035964,87.36220826841873,3993.0,167.0,0.5205675006016073,131.828002896057,-0.615766061212012,7.64005749922489,0.3569277800837506,361.74311857586,1855.61033796756,Q29sbGVjdGlvblN0YXRzVHlwZToxMTk4NQ==
35,Lost Souls Sanctuary,0.03,873.726982000725,1531.0,9999.0,-0.5973527542276345,129.674051534061,1.0082428934948564,9.2337,0.0,451.727791862814,451.727791862813,Q29sbGVjdGlvblN0YXRzVHlwZTo5NTUxMTY=
36,nightkids,0.2295,1071.094618048196,2097.0,5554.0,-0.6721592978445107,127.667381553458,-0.06635037040446339,18.9822,0.0,517.086330189395,517.086330189396,Q29sbGVjdGlvblN0YXRzVHlwZTo5MzU2NzM=
37,Glue Factory Show,0.0399,1109.6953879933014,3385.0,10000.0,-0.6364707419370141,127.060121925233,-0.1724222385500857,6.0822,0.0,1009.49556944611,1009.49556944611,Q29sbGVjdGlvblN0YXRzVHlwZTo5MDA3NjE=
38,MakersPlace,0.022,37448.499571479995,11488.0,71508.0,0.5562001322869752,125.6871944,-0.6962597549571719,7.88,0.36156778981076315,451.929364310427,14347.3615825957,Q29sbGVjdGlvblN0YXRzVHlwZToyNTUz
39,Crazy Lizard Army,0.185,2033.9326193326463,2030.0,10000.0,-0.6063459462082998,125.290249350891,-0.17158986253780464,32.349404046862,0.0,2156.19264586988,2156.19264586989,Q29sbGVjdGlvblN0YXRzVHlwZTo4MzAwMzE=
40,astroGems,0.1499,73.94084766566691,391.0,1021.0,0.0,125.069386795893,-0.1321189637750033,37.9535659594662,0.0,125.069386795896,125.069386795898,Q29sbGVjdGlvblN0YXRzVHlwZTo4NTMxMzE=
41,Zuzana Breznanikova Art (Featured collection),0.188,38.73127887323943,210.0,66.0,0.6423124425174089,124.9964,-0.9693565420050253,1.683,493.0652380952381,207.5074,208.8774,Q29sbGVjdGlvblN0YXRzVHlwZTo2NjU4ODU=
42,Money Stack,1.25,60.55798901098901,106.0,138.0,0.0,119.7995,28.63126649076517,112.3025,0.0,119.7995,119.7995,Q29sbGVjdGlvblN0YXRzVHlwZToxMDA0Mzkw
43,Gyre,15.0,1280.246153846154,92.0,140.0,-0.682056576170825,118.88,1.1458333333333333,25.75,0.0,657.098070102891,657.09807010289,Q29sbGVjdGlvblN0YXRzVHlwZTo4NjYxMTQ=
44,GENESIS by Sim,1.9,87.26776119402984,67.0,100.0,0.0,116.9388,0.0,116.9388,0.0,116.9388,116.9388,Q29sbGVjdGlvblN0YXRzVHlwZToxMDA1NDY4
45,CryptoKitties,0.0,135087.51029439,105005.0,2007898.0,0.7540219801269047,114.305447781794,10.809050696450324,63.2658476302115,5.622406239085764,486.14262583472,66809.0525878526,Q29sbGVjdGlvblN0YXRzVHlwZToyMzY1
46,XCOPY,2.0,2822.0936470588235,474.0,1260.0,0.6874109965432681,114.2276,1.75934383823453,47.7888,7.6938453762790235,512.0223,894.146491585865,Q29sbGVjdGlvblN0YXRzVHlwZTo0NzY1
47,Known Origin,0.0135,5460.716090551181,5356.0,24844.0,0.039269578944037264,111.6585,-0.10809389928912659,19.51,3.2185408016603154,734.259094938533,4943.73782935081,Q29sbGVjdGlvblN0YXRzVHlwZToyNTg2
48,CryptoClimates,7.47,698.1422727272728,78.0,141.0,42.9233870967742,108.93,-1.0,0.0,3.9788462573854173,149.3982055625,268.504797017476,Q29sbGVjdGlvblN0YXRzVHlwZToxOTA3MQ==
49,Formulae,4.2,689.8791398569585,125.0,180.0,-0.7978341060644112,107.314532866638,0.8565473875315447,22.835532866638,0.0,638.13865348131,638.13865348131,Q29sbGVjdGlvblN0YXRzVHlwZTo5MTUzMDE=
50,Buck's of Woodside in Immersive 3D.,0.0,105.0,1.0,1.0,0.0,105.0,0.0,0.0,0.0,105.0,105.0,Q29sbGVjdGlvblN0YXRzVHlwZTo3Njk0Njg=
51,gilangndaru,2.69,5.407894736842105,36.0,4.0,13.066093527543533,102.75,-1.0,0.0,0.0,110.1348,110.1348,Q29sbGVjdGlvblN0YXRzVHlwZTo4NTE2NDg=
52,Where My Vans Go,7.0,182.99776785714286,54.0,75.0,5.680492177314211,102.47875,3.736842105263158,45.0,0.0,162.41875,162.41875,Q29sbGVjdGlvblN0YXRzVHlwZTo4ODU5NzM=
53,Lumps World,1.222,384.2962191265188,279.0,500.0,-0.150538910184616,102.222794287654,0.06753918508207661,12.9611,0.0,222.561201206173,222.561201206173,Q29sbGVjdGlvblN0YXRzVHlwZTo4NjY2NjM=
54,Wrapped Cryptopunks,5.0,7254.0,39.0,144.0,0.0,100.75,0.0,0.0,1.1957561040179863,100.75,8995.7537796006,Q29sbGVjdGlvblN0YXRzVHlwZToxMTM5MQ==
55,EulerBeats Genesis,1.45,207.07546153846155,505.0,54.0,44.42277904328019,99.703,0.0,4.44,179.38705882352943,306.658,1774.10509176224,Q29sbGVjdGlvblN0YXRzVHlwZToyODk3NA==
56,DeadHeads,0.1555,2582.711816583319,3159.0,10000.0,-0.21605116628728252,99.6926761201161,0.39287054409005623,11.5072,-0.8573472458489656,487.246472929438,3902.8585711968,Q29sbGVjdGlvblN0YXRzVHlwZTo3NTM1MjQ=
57,Animonkeys,0.54,1391.1411983783623,1041.0,2500.0,0.14884868747878177,99.0492533245394,0.6636530064074668,22.1735,3.3627770838544135,931.14140511913,1144.57000511913,Q29sbGVjdGlvblN0YXRzVHlwZTo4MTcyNDU=
58,Yat,0.01,4077.409768095959,2806.0,6998.0,0.3074000181602824,98.4684553884277,37.35,5.9059,0.0,278.122679176142,278.122679176142,Q29sbGVjdGlvblN0YXRzVHlwZTo4NDQwMDk=
59,Spirals by swfooArt,2.5,51.29180869565223,31.0,36.0,0.0,98.3093000000001,-0.9657966715058175,3.2513,0.0,98.3093000000001,98.3093,Q29sbGVjdGlvblN0YXRzVHlwZTo3MDcwNDI=
60,Goons of Balatroon,0.04,625.0816361344018,1875.0,6131.0,12.712621870972022,97.9780545302822,0.7986032116958802,23.8244780024448,0.0,105.123154530282,105.123154530282,Q29sbGVjdGlvblN0YXRzVHlwZTo5MDA0MDE=
61,JunkYardDogs,0.0888,1090.2725714648834,3111.0,7977.0,-0.930852416721364,95.53723548376,-0.09057489511918801,14.9398,0.0,1763.37089820465,1763.37089820466,Q29sbGVjdGlvblN0YXRzVHlwZTo5MDUyNzg=
62,ethergoldrock,0.79,55.19157894736836,69.0,100.0,0.0,94.3775999999999,-0.7399675060926076,6.402,0.0,94.3775999999998,94.3775999999998,Q29sbGVjdGlvblN0YXRzVHlwZToxMDE3Mzc4
63,Lamb Duhs,0.017,449.81480828648967,1137.0,8500.0,0.0,93.0322862314881,-0.7169105400593593,8.27249964717199,0.0,93.0697862314884,93.1297862314884,Q29sbGVjdGlvblN0YXRzVHlwZToxMDExOTMz
64,BEEPLE: EVERYDAYS - THE 2020 COLLECTION,24.0,16730.545,140.0,722.0,0.6698704253440382,92.69,0.0,46.69,4.466559186821124,226.591611573329,5346.08497732538,Q29sbGVjdGlvblN0YXRzVHlwZToxMzc2Mw==
65,Rickstro Frens,0.045,1639.4989304809733,1906.0,9200.0,1.4414421207199293,92.6673308532724,1.6970320414794502,10.7487514981122,0.0,130.668311896946,130.708211896946,Q29sbGVjdGlvblN0YXRzVHlwZTo5MjM2OTU=
66,NFTheo,1.2,603.0298915262713,230.0,400.0,3.2647092752918763,90.4544837289407,0.5932651239792406,40.116,2.0333038851616285,181.875983728941,370.472529516526,Q29sbGVjdGlvblN0YXRzVHlwZTo2NjM5NzY=
67,J48BAFORMS,0.08,1819.768024122807,984.0,4849.0,-0.63587815503894,85.5655,0.5174180327868853,21.7707,66.8110260646362,341.292894183314,362.397025900454,Q29sbGVjdGlvblN0YXRzVHlwZTo0NjI1NTY=
68,BEEPLE - SPRING/SUMMER COLLECTION 2021,14.86,7210.7976499999995,81.0,511.0,4.015811611374407,84.6669,-1.0,0.0,6.131140639543747,199.63879715911,328.169322606953,Q29sbGVjdGlvblN0YXRzVHlwZTo1MTAzMTk=
69,SympathyForTheDevils,0.033,300.73483826502843,1715.0,5543.0,0.0,84.5291138403237,0.35061957967971014,8.4253,0.0,84.5291138403238,84.5291138403238,Q29sbGVjdGlvblN0YXRzVHlwZTo5NDQyMDc=
70,Ember Sword Land,0.16,18908.93517227273,2522.0,39968.0,-0.06398290985490855,83.2659275,0.8369002812506935,14.4829025,1.637825366556849,411.480212480001,898.508165266867,Q29sbGVjdGlvblN0YXRzVHlwZTo2NTM3MDU=
71,Derpy Birbs,0.05,1108.222781589692,1718.0,8192.0,-0.918074971766303,81.0333796596955,-0.12923759005621094,5.4993,0.0,1070.1496656931,1070.1496656931,Q29sbGVjdGlvblN0YXRzVHlwZTo5MzQ2ODA=
72,Wrapped Curio Cards,0.93,15.070833793358885,198.0,16.0,8.643654286277693,81.005731639304,25.33909583857289,71.905731639304,4.0608788537542315,312.880231639304,450.878186837564,Q29sbGVjdGlvblN0YXRzVHlwZToyMzA1ODY=
73,CryptoTrunks,0.03,7582.551598646478,11760.0,23498.0,-0.5459158854842694,80.9949975002241,-0.5758245018377203,5.1472,29.613285773985474,289.610098920964,411.649805213975,Q29sbGVjdGlvblN0YXRzVHlwZTo2MjMzMzI=
74,Genesis.sol - solSeedlings,1.2,812.9050533681653,298.0,512.0,0.5453770032262328,80.9729643003446,3.1186703976318797,34.1849643003446,0.0,326.74492782502,326.74492782502,Q29sbGVjdGlvblN0YXRzVHlwZTo4ODM1OTY=
75,Dutch Tulip Field,8.0,66.89833333333334,43.0,50.0,0.0,80.278,0.0,80.278,0.0,80.278,80.278,Q29sbGVjdGlvblN0YXRzVHlwZTo5NTcxMjM=
76,SafeHamsters,1.39,83.46716417910447,35.0,70.0,0.0,79.89,-0.8732824427480916,1.66,0.0,79.89,79.89,Q29sbGVjdGlvblN0YXRzVHlwZTo5Njc4MjM=
77,PixelDoges,0.0269,309.81883004260317,1882.0,5553.0,-0.5779775929826187,79.6166883613893,0.9574185344623006,11.3982861434579,0.0,268.271809600249,268.271809600252,Q29sbGVjdGlvblN0YXRzVHlwZTo5MjE2Nzg=
78,OnlyPunks NFT,0.09,50.43780316977917,312.0,634.0,0.0,79.4753396949675,3.922156460131677,66.0553396949671,0.0,79.4753396949675,79.4753396949673,Q29sbGVjdGlvblN0YXRzVHlwZTo5MDk1NTA=
79,Dope Shibas,0.032,684.1188608725653,3221.0,9900.0,-0.9384677938903199,78.0171913055683,0.435543550654925,7.7594,0.0,1347.27833380386,1347.27833380383,Q29sbGVjdGlvblN0YXRzVHlwZTo4NDM1Mjc=
80,Realiti,1.0,254.62038214285712,65.0,186.0,5.0428740343685945,76.6599,-0.9527335749172837,3.0,0.0,95.1209,95.1208999999999,Q29sbGVjdGlvblN0YXRzVHlwZTozMDYz
81,Abstract Energy,0.83,66.32354251828299,124.0,175.0,0.0,73.9033759489439,13.691985348423067,64.2046141184281,0.0,73.9033759489439,75.1033759489439,Q29sbGVjdGlvblN0YXRzVHlwZTo5NjU4NTY=
82,codedpunksociety,0.53,126.61072352059556,203.0,398.0,-0.3453203962255212,72.8488836337095,0.8018833079885099,25.3097960677625,0.0,185.904483534955,185.904483534955,Q29sbGVjdGlvblN0YXRzVHlwZTo4OTgzOTc=
83,Visa Punk,0.088,46.81957415952532,531.0,978.0,0.0,72.6229999999999,0.0,72.6230000000003,0.0,72.7180000000005,72.718000000001,Q29sbGVjdGlvblN0YXRzVHlwZToxMDM4ODAw
84,WARHODL Artist Proofs,0.24,11.437359292035397,356.0,54.0,3.192379106185699,71.8012,10.204595426561125,30.5751,64.34529173887925,113.1127,162.0027,Q29sbGVjdGlvblN0YXRzVHlwZToyNjUwMA==
85,SCAMMER MARKET,0.45,501.8175084841383,229.0,555.0,0.0,71.4298795860305,-0.6972595793009022,16.5994018860305,0.0,71.4298795860306,71.4298795860306,Q29sbGVjdGlvblN0YXRzVHlwZToxMDE1OTYw
86,Ape Gang,0.069,919.8427345313935,3247.0,10000.0,0.03694750897534468,71.287811926183,0.4884209071306439,27.6544,-0.6071532703860624,349.854463995988,1240.41670525404,Q29sbGVjdGlvblN0YXRzVHlwZTo1NDUzMDQ=
87,Long Neckie Ladies,0.275,1064.9011881924446,1252.0,3333.0,-0.702705407978866,71.2490143915137,0.21798989394972268,17.3309,0.0,723.605427254642,723.605427254639,Q29sbGVjdGlvblN0YXRzVHlwZTo4MjM5NzE=
88,VOID - Visitors of Imma Degen,0.09,1834.341298884016,2221.0,9999.0,1.1627810227716573,71.1795603527351,-0.38798023075965793,6.8851,-0.7024925197742453,268.80602580504,1172.33297444198,Q29sbGVjdGlvblN0YXRzVHlwZTo3NjAyNDA=
89,The Fungible by Pak,2.77,12040.802165743391,502.0,6302.0,3.2086908317216944,70.6933799004293,2.55607476635514,30.44,18.255386507168264,108.600379900429,316.281540806439,Q29sbGVjdGlvblN0YXRzVHlwZTo0Mjc5OTI=
90,Koala Intelligence Agency,0.07,826.1801169590643,2274.0,10000.0,0.0,70.6384,13.379852795781611,65.4499,0.0,70.7363,70.7363000000001,Q29sbGVjdGlvblN0YXRzVHlwZToxMDE2OTI3
91,Warriors of Aradena,0.05,829.3666484048283,1890.0,7998.0,-0.8765518181470824,68.8546454789705,-0.31764950114590074,5.21179311024761,0.0,626.616164891282,626.616164891285,Q29sbGVjdGlvblN0YXRzVHlwZTo5MTAzMjE=
92,50 Playgrounds,9.5,189.83366363636364,36.0,61.0,2.1712724072444303,68.4646,-0.7084995397361155,9.5,0.0,90.0536,90.0536,Q29sbGVjdGlvblN0YXRzVHlwZTo5NjM2NTQ=
93,Ether Cards Founder,0.35,12421.454545454546,1400.0,10000.0,2.8916104629967188,68.318,0.6484472049689439,6.635,0.3567429321114392,118.6161,1631.94798046896,Q29sbGVjdGlvblN0YXRzVHlwZToxOTUxMTY=
94,Wes Henry,0.925,26.438548672566373,79.0,44.0,5.085557567175148,67.899,-0.8954381869467951,4.3,33.91654053177966,103.00379456875,105.95379456875,Q29sbGVjdGlvblN0YXRzVHlwZToyMTY1OA==
95,WrappedEtherWaifu,0.49,445.3940654176555,171.0,532.0,-0.2061045191291434,67.8137580805077,-0.19385342789598115,3.41,1745.2528675612002,157.162758080508,179.53749390333,Q29sbGVjdGlvblN0YXRzVHlwZTozODYwODc=
96,Weird Whales,0.19,806.2926181818182,1443.0,3350.0,-0.2751890898408963,66.1882,7.778484775094124,39.871,-0.6957987353719989,246.35596532365,1056.20126831709,Q29sbGVjdGlvblN0YXRzVHlwZTo3OTk4MTM=
97,Nyan Cat (Official),0.69,15.38353287671233,473.0,17.0,1.9190764471939905,66.0587,-0.030643603477039316,13.248,0.48026127662278534,167.7213,717.144400234642,Q29sbGVjdGlvblN0YXRzVHlwZToxODgwNTM=
98,Luchadores.io,0.0289,752.5695415726541,1530.0,10000.0,27.84062857355432,64.1941818961474,-0.27925623613249484,5.5409,68.55508637153041,66.8039065425288,67.9672525721073,Q29sbGVjdGlvblN0YXRzVHlwZTo2MjcxODI=
99,Proof of Beauty's $LONDON Gift,0.1,1209.0506576889227,2705.0,8887.0,-0.32755965374476026,63.6700470123119,1.447132846170736,18.3403,0.0,969.625353306852,969.734353306851,Q29sbGVjdGlvblN0YXRzVHlwZTo4NzQ3Nzk=
100,Chaos Algorithm,0.2,53.05554037089871,231.0,589.0,299.68666666666667,63.1442,197.07341772151898,62.5912,5204.426229508229,63.5062000000004,63.5268000000004,Q29sbGVjdGlvblN0YXRzVHlwZTo2ODY2NTM=
101,Untitled Collection #63623830,1.0,1.0,1.0,1.0,0.0,63.0,-0.2222222222222222,7.0,0.0,63.0,63.0,Q29sbGVjdGlvblN0YXRzVHlwZTo5OTI2OTc=
102,The Unstable Horses Yard Official,0.033,615.6544474125895,2252.0,9899.0,0.5286065637192566,62.1936001022921,-0.19164382947271005,4.47416419501297,0.0,102.880066835085,102.880066835085,Q29sbGVjdGlvblN0YXRzVHlwZTo5MzA2MDc=
103,FameLadySquad,0.1,1054.476015386968,3122.0,8888.0,-0.7933514191957357,61.8116566175304,1.3758256723269113,24.5020593515416,-0.5846610789301043,578.880455928366,1972.63487325371,Q29sbGVjdGlvblN0YXRzVHlwZTo3ODMwNjM=
104,Monster Blocks - Official,0.034,899.0172883188128,1854.0,9160.0,-0.9154390139604042,61.3412451090893,-0.7094000918243584,4.4963026375,0.0,786.749592173139,786.749592173138,Q29sbGVjdGlvblN0YXRzVHlwZTo5MjkyMzQ=
105,RTFKT x JeffStaple,2.39,937.8497292597801,506.0,802.0,2.2803696322061393,60.8082118722052,1.078544673414929,29.906100761094,18.265985585666584,128.419055959354,180.226069885462,Q29sbGVjdGlvblN0YXRzVHlwZTo1NTc3NDY=
106,Lonely astronauts,3.77,60.6359,35.0,66.0,432.1135714285714,60.6359,6.8021045485403935,22.985,0.0,60.7759,60.7759,Q29sbGVjdGlvblN0YXRzVHlwZTo4NDE5NDI=
107,Oilys,4.0,246.7,73.0,100.0,0.7403675441793746,59.208,-0.6712766514746712,12.55,0.0,93.2284000000001,93.2284000000001,Q29sbGVjdGlvblN0YXRzVHlwZTo5MDUwNDI=
108,Colorglyphs,7.97,4351.449151041059,148.0,520.0,-0.7922204876909474,58.5772001101681,-0.036516853932584324,20.58,5.47043560680579,956.589200110168,1663.95669823083,Q29sbGVjdGlvblN0YXRzVHlwZTo1Njc1
109,Juiceboxes,0.031,53.49817561633319,343.0,1189.0,32.75869942196555,58.4025500000004,-0.20455098673830788,4.4116,0.0,60.1325499999999,60.13255,Q29sbGVjdGlvblN0YXRzVHlwZTo5MDUwMDQ=
110,Metaverse HQ,0.7259,0.5611194174757281,1105.0,1.0,-0.10469977894510198,57.7953,0.6753611836379461,19.2499,1.675204162457256,320.147300050001,439.819400049995,Q29sbGVjdGlvblN0YXRzVHlwZTo3ODQwMjY=
111,Diela Maharanie,0.8,10.475962096774195,129.0,23.0,2.952074732349031,56.4791,0.0,51.343,9.621886574074074,91.7731,100.4131,Q29sbGVjdGlvblN0YXRzVHlwZTo3NzIzOTE=
112,Pop Wonder Editions,0.439,19.76543766233766,523.0,27.0,-0.4532952751170649,56.3681,1.5374376039933446,15.25,0.5620913979680111,360.391137995651,600.162798373427,Q29sbGVjdGlvblN0YXRzVHlwZTo0NTI5NTA=
113,Paintglyphs V2,1.2,348.8247053112992,205.0,417.0,-0.4029965951004665,56.0461756735181,-0.8182472674913279,2.777,0.0,149.925331493324,149.925331493324,Q29sbGVjdGlvblN0YXRzVHlwZTo5MjgzODg=
114,MINDDS,3.199,411.3075,132.0,180.0,-0.3851216504092387,54.841,-0.1761658031088083,7.95,2.1864788765281373,509.421,669.290567550702,Q29sbGVjdGlvblN0YXRzVHlwZTo3OTU4MTQ=
115,Redemption - Generative Art,0.065,110.6741248,375.0,1024.0,1360.2115869017632,54.0401,-0.6108907200061704,15.1346,0.0,54.1758,54.1758,Q29sbGVjdGlvblN0YXRzVHlwZTo4NDI0NTE=
116,ENS: Ethereum Name Service,0.0044955000044955,97661.62908440291,73024.0,220919.0,-0.14874793604310346,53.9325216404979,2.9148407420371014,11.1847,-0.10823231906935075,238.04116198315,8147.06684636315,Q29sbGVjdGlvblN0YXRzVHlwZTozMDcy
117,GRAYCRAFT2,0.025,442.13876238112,1196.0,4711.0,0.0,53.4020284005216,-0.8343335352089413,0.3009,0.0,53.4020284005216,53.4020284005216,Q29sbGVjdGlvblN0YXRzVHlwZTo5NjAyOTY=
118,Sabet,0.385,51.08708163265307,412.0,94.0,-0.6528285209768854,53.261,0.040778498609823945,6.738,14.416829091002722,239.665400000001,395.141557797392,Q29sbGVjdGlvblN0YXRzVHlwZTozMzUxMQ==
