,name,floorPrice,marketCap,numOwners,totalSupply,sevenDayChange,sevenDayVolume,oneDayChange,oneDayVolume,thirtyDayChange,thirtyDayVolume,totalVolume,id
674,Mitzsuki,0.037,2.47085,389.0,20.0,-0.42275928932705675,4.9417,1.767951807228916,1.1487,-0.31333658696803646,29.687,197.107899999999,Q29sbGVjdGlvblN0YXRzVHlwZTo2MzY2MzE=
675,Tweaks,2.0,123.50000000000001,43.0,100.0,7.233333333333334,4.94,0.0,4.94,2.2657761400276373,7.09,16.5223420930988,Q29sbGVjdGlvblN0YXRzVHlwZTozNTgxMDc=
676,MyRareFrog,0.05,59.13007228915662,68.0,1002.0,28.9023199023199,4.898,-0.14285714285714282,0.6,0.0,5.06179999999999,5.06179999999999,Q29sbGVjdGlvblN0YXRzVHlwZTo5MDgxMjM=
677,SoulCurryArt,0.18,14.097368421052632,161.0,55.0,-0.41634707574304886,4.87,31.5,3.9,30.934904086738985,76.5799000000001,82.6724000000001,Q29sbGVjdGlvblN0YXRzVHlwZToyMzIwNTY=
678,Intrepid Falls,0.35,22.817142857142855,20.0,66.0,2.4571428571428573,4.84,2.0000000000000004,1.05,0.0,8.29,8.29,Q29sbGVjdGlvblN0YXRzVHlwZTo4NzgxMzQ=
679,Little Homes,0.1,4.581358974358974,39.0,74.0,0.0,4.829,0.21092150170648458,1.774,0.0,4.829,4.829,Q29sbGVjdGlvblN0YXRzVHlwZTo5OTE0MTg=
680,The Title by Pak,5.0,1488.0,71.0,310.0,0.0,4.8,0.0,4.8,0.0,9.6,144.535638568383,Q29sbGVjdGlvblN0YXRzVHlwZToxNjIwNw==
681,Bernie Bartone,0.147,0.76544,37.0,8.0,3.0033472803347276,4.784,4.160409556313994,1.512,0.0,7.43899999999999,7.439,Q29sbGVjdGlvblN0YXRzVHlwZTo4MDYzMDc=
682,Watermelons,2.5,17.208000000000002,11.0,18.0,0.22879177377892032,4.78,0.9696969696969697,1.95,0.0,8.67,9.07,Q29sbGVjdGlvblN0YXRzVHlwZTo2NzI0Mw==
683,GFC Companion,0.6,59.161307692307695,158.0,161.0,0.0,4.777,0.18327239488116992,2.589,0.0,4.777,4.777,Q29sbGVjdGlvblN0YXRzVHlwZToxMDI1NDM3
684,Pulsar79,0.35,251.4457105263158,326.0,1005.0,-0.7294437709517874,4.7537,-0.29090909090909095,0.39,-0.24360606616058125,85.517352518231,198.576631145906,Q29sbGVjdGlvblN0YXRzVHlwZTo3ODYwOTg=
685,Mad Space Squirrels,0.029,72.22703225806451,77.0,2385.0,5.258666666666667,4.694,0.0,0.36,89.73333333333333,5.444,5.504,Q29sbGVjdGlvblN0YXRzVHlwZTo3NTMyNDA=
686,Low effort Punks,0.03,90.44997681339363,825.0,3335.0,-0.500731295875964,4.69200779271877,0.9474775965855546,0.9498,0.7859846554864489,55.1195590409578,115.044639336394,Q29sbGVjdGlvblN0YXRzVHlwZTo1MTk5NDM=
687,Waifu Warriors,0.0588,140.5967781249999,677.0,2278.0,0.0,4.69067389705882,1.2659348441926348,1.2798,0.0,4.69067389705882,4.69067389705882,Q29sbGVjdGlvblN0YXRzVHlwZTo5OTMzNjg=
688,Fragments of Gotham - Collection of 55 Gritty NYC Photos,1.3,42.689166666666665,36.0,55.0,20.168181818181818,4.657,-1.0,0.0,0.0,20.777,20.777,Q29sbGVjdGlvblN0YXRzVHlwZTo4NjY0MTk=
689,MiMai Collection,7.35264272500484,4.647327786515,1.0,1.0,0.40909090909090906,4.647327786515,0.0,0.0,0.0,7.945431376945,7.945431376945,Q29sbGVjdGlvblN0YXRzVHlwZTo5NDMyMzg=
690,Project Jette,0.3,13.479958333333332,32.0,70.0,10.554249999999998,4.6217,-0.30158730158730157,0.22,0.0,5.2219,5.2219,Q29sbGVjdGlvblN0YXRzVHlwZTo4ODM3NTU=
691,The Rise of Algarnon,0.0092,22.706382978723404,21.0,232.0,9.69767441860465,4.6,0.0,0.0,-0.3157239554967712,10.554,53.2076000000001,Q29sbGVjdGlvblN0YXRzVHlwZTo3MDc4Mzc=
692,Numbed Duck,0.2,39.22569230769231,106.0,222.0,-0.38917129900531366,4.594,0.02807971014492746,1.135,5.704516920321792,39.5197749868368,45.9398749868369,Q29sbGVjdGlvblN0YXRzVHlwZTo2OTkxNjA=
693,CryptoSkulls,0.045,791.1591327586207,1013.0,9997.0,-0.32319374815688595,4.5901,-0.8587443946188341,0.378,25.767131921625147,45.8788641136655,173.581605905531,Q29sbGVjdGlvblN0YXRzVHlwZTozMTUw
694,Absurd Arboretum,0.0369,210.31489375,843.0,2938.0,-0.860331904802831,4.5814,0.22329575952764355,1.1395,40.50412977472967,81.5722166592537,83.5376166592537,Q29sbGVjdGlvblN0YXRzVHlwZTo3NTIzNzg=
695,ART BY DARIA KUSTO,0.01,8.731770491803278,54.0,233.0,5.466760961810468,4.572,0.4111111111111111,1.27,757.7467674836863,6.06997413986949,6.07797413986949,Q29sbGVjdGlvblN0YXRzVHlwZTo3ODY0NTc=
696,Procedural Space,0.003,255.24949969407876,1332.0,10000.0,-0.8522070382894759,4.56896604452401,-0.29669429945757847,0.6872,0.0,127.429066836594,127.429066836594,Q29sbGVjdGlvblN0YXRzVHlwZTo3NzA0MDI=
697,Bryan Brinkman,0.4999,253.4,45.0,280.0,4.084269662921349,4.525,18.444999999999997,3.889,11.39,6.195,9.23529405645365,Q29sbGVjdGlvblN0YXRzVHlwZToxMjgzMQ==
698,WWE NFT,0.198,217.2945342857143,1052.0,1683.0,111.97250000000001,4.5189,-1.0,0.0,17.36360294117647,4.9949,13.7915423692159,Q29sbGVjdGlvblN0YXRzVHlwZTo0MTkwMTE=
699,Undead Pixel Monks,0.01,51.9923076923077,71.0,300.0,-0.7496210850202032,4.506,-0.027874564459930338,1.395,0.0,22.5027230881386,22.5027230881386,Q29sbGVjdGlvblN0YXRzVHlwZTo3OTY0NDQ=
700,Bad Cache,135.0,150.0,23.0,100.0,0.0,4.5,-1.0,0.0,2.002001334222815,4.5,13.099,Q29sbGVjdGlvblN0YXRzVHlwZTozNTAyMDc=
701,DVDLogo,0.0,4.5,1.0,1.0,0.0,4.5,0.0,4.5,0.0,4.5,4.5,Q29sbGVjdGlvblN0YXRzVHlwZTo5Njk5Mzg=
702,SLOTHz,0.025,84.84334809395166,612.0,1587.0,0.0,4.49076322614489,-0.2615728328865058,0.8263,0.0,4.49076322614489,4.49076322614489,Q29sbGVjdGlvblN0YXRzVHlwZTo5MjQ0NzY=
703,What Makes an Artist,1.5,8.9620875,11.0,20.0,-0.0947386363636363,4.48104375,0.0,4.48104375,0.0,9.43104375,9.43104375,Q29sbGVjdGlvblN0YXRzVHlwZTo4ODE2MzQ=
704,CryptoCows,0.099,106.26190476190476,220.0,500.0,-0.8681333149871785,4.463,0.4619883040935671,1.0,3236.732334267533,38.8527880112104,39.9265880112106,Q29sbGVjdGlvblN0YXRzVHlwZToyNzA4
705,PARA KINGDOM,0.57,29.164166666666667,85.0,158.0,-0.2348712191541269,4.43,3.3750000000000004,2.1,1.2287323044882603,33.4443563663579,48.4503560994829,Q29sbGVjdGlvblN0YXRzVHlwZTo3NDMxMjM=
706,Untitled Collection #38649693,0.015,0.12628571428571428,65.0,4.0,0.0,4.42,0.0,0.0,0.0,4.42000000000001,4.42000000000001,Q29sbGVjdGlvblN0YXRzVHlwZTo5ODExMjM=
707,Etherpoems,0.3,451.964,100.0,206.0,0.0,4.388,0.0,4.388,-0.3074709292479238,4.388,27.7151961039913,Q29sbGVjdGlvblN0YXRzVHlwZTo2NjQ3NDE=
708,PepeAvatars,0.05,23.913793103448274,67.0,475.0,0.8250000000000001,4.38,-0.85,0.15,0.0,9.72000000000001,12.439,Q29sbGVjdGlvblN0YXRzVHlwZTo2MTg3OQ==
709,bktr.io,0.2,162.02612045454546,224.0,819.0,-0.41226157118260687,4.35235,9.725454545454545,2.3596,1.4959702531165722,23.04504375,59.0314437499996,Q29sbGVjdGlvblN0YXRzVHlwZTo4MTQzMQ==
710,Untitled Collection #52107461,0.008,4.701991666666666,12.0,13.0,0.0,4.3403,0.0,0.0,0.0,4.3403,4.3403,Q29sbGVjdGlvblN0YXRzVHlwZTo5ODY3NDQ=
711,THEM Applications,1.44,74.865,59.0,69.0,-0.2760633861551293,4.34,0.0,1.25,0.0,10.335,37.5809,Q29sbGVjdGlvblN0YXRzVHlwZTo3MDAxNQ==
712,Sorare,0.012,94815.38129548996,21409.0,329383.0,3.0128839726222303,4.31786315454152,-1.0,0.0,-0.9981066450750697,7.04946315454152,50239.9330980438,Q29sbGVjdGlvblN0YXRzVHlwZTozNzU0
713,Gutter Pixelz,0.01,8.900445205479452,92.0,603.0,0.0,4.31,-0.43253968253968256,1.43,0.0,4.30999999999998,4.30999999999998,Q29sbGVjdGlvblN0YXRzVHlwZTo5NjAxOTc=
714,The ABSTRACT Store V2,1.18,85.60000000000001,49.0,100.0,6.254237288135594,4.28,-1.0,0.0,1.5779816513761467,5.62,13.770643205563,Q29sbGVjdGlvblN0YXRzVHlwZToxMjMyOQ==
715,Mirror Editions,0.019,740.1294310344829,3276.0,5019.0,-0.5761645193260654,4.2765,-0.11428571428571424,0.31,0.19802829941846287,35.7943228678732,65.6720168132067,Q29sbGVjdGlvblN0YXRzVHlwZTo2NjExMTQ=
716,Ether Scissors NFT,0.026,3.9509259259259264,50.0,100.0,0.0,4.267,-0.9931571495988674,0.029,0.0,4.267,4.267,Q29sbGVjdGlvblN0YXRzVHlwZToxMDI1ODUx
717,G12,0.45,105.4,56.0,124.0,2.4552845528455287,4.25,-1.0,0.0,1.8924302788844622,7.26,64.566,Q29sbGVjdGlvblN0YXRzVHlwZToyMTgxMg==
718,SPACEMONKEY WORLD,0.9899,5.665333333333333,36.0,8.0,0.4163333333333332,4.249,0.0,3.549,0.0,21.733,21.733,Q29sbGVjdGlvblN0YXRzVHlwZTo3NTMyNTU=
719,CaesarsTriumph,0.1,334.5408,272.0,2772.0,0.0,4.224,0.0,0.15,0.0,4.224,7.279,Q29sbGVjdGlvblN0YXRzVHlwZToyMzIy
720,Fast Food Meebits,0.0099,21.593243243243244,302.0,760.0,-0.7307731707941711,4.205,-0.7769886363636364,0.157,0.0,39.3185788222202,39.3185788222203,Q29sbGVjdGlvblN0YXRzVHlwZTo4Nzc5MDg=
721,Fractal Art,0.06,4.0955078125,82.0,125.0,101.28780487804879,4.1938,2.5226309921962096,3.1598,88.83958333333332,4.3123,4.406,Q29sbGVjdGlvblN0YXRzVHlwZToyNzQzMg==
722,Paper Buddha,0.17,1.8855000000000002,45.0,9.0,1.3085399449035815,4.19,0.0,0.2,0.0,11.105,11.105,Q29sbGVjdGlvblN0YXRzVHlwZTo2OTI5Njk=
723,Amber Vittoria's Inaugural Collection,0.0,4.638888888888888,8.0,10.0,0.0,4.175,0.0,4.175,0.0,4.175,4.175,Q29sbGVjdGlvblN0YXRzVHlwZToxMDE3NzYw
724,The Lucky Phantom Bunch,0.85,41.646265625,58.0,100.0,0.5858266410398472,4.1646265625,-1.0,0.0,0.9238976842879628,13.4149753125,31.6201223549788,Q29sbGVjdGlvblN0YXRzVHlwZTo2MTA4MTE=
725,A Silent Movie,0.6,11.811538461538463,20.0,37.0,0.012195121951219686,4.15,0.0,0.0,0.0,11.85,11.85,Q29sbGVjdGlvblN0YXRzVHlwZTo4NzYyNjM=
726,"autobreeder (lite) by harm van den dorpel, 2016, 100 editions",2.9,94.06666666666668,47.0,68.0,1.7666666666666668,4.15,-0.43396226415094336,1.5,0.0,10.73,10.73,Q29sbGVjdGlvblN0YXRzVHlwZToyODA2
727,BitAliens,0.03,54.15105645669671,674.0,1650.0,-0.45751166479076294,4.13517158396593,1.851968748860212,1.02357158396593,1.1949950975987251,21.8984715839658,62.6739117719483,Q29sbGVjdGlvblN0YXRzVHlwZTo5NjQwNw==
728,Untitled Collection #60176118,0.035,0.06999999999999999,60.0,2.0,0.0,4.13,0.0,0.0,0.0,4.13000000000001,4.13000000000001,Q29sbGVjdGlvblN0YXRzVHlwZTo5OTQzODE=
729,The WolfGang,0.01,228.06304504433314,2781.0,10000.0,-0.8689954965031493,4.12794111530243,0.153540951530411,0.687741115302431,0.0,240.046930074982,240.046930074983,Q29sbGVjdGlvblN0YXRzVHlwZTo4MTg5MjA=
730,EtherCats,0.025,213.668,310.0,1456.0,3.7175660160734787,4.109,-0.9652777777777778,0.08,7.809859154929578,6.255,169.633343776346,Q29sbGVjdGlvblN0YXRzVHlwZToxODc1OA==
731,Universe of Woman,0.1,0.09999999999999999,30.0,1.0,0.0,4.1,0.2777777777777776,2.3,0.0,4.1,4.1,Q29sbGVjdGlvblN0YXRzVHlwZToxMDI4Njk2
732,aegean,1.1,28.7,4.0,7.0,0.0,4.1,0.0,4.1,0.0,4.1,8.22,Q29sbGVjdGlvblN0YXRzVHlwZTo1NDcyMTU=
733,G14,11.11,21.525,15.0,21.0,0.0,4.1,0.0,0.0,1.5312499999999998,8.1,18.175,Q29sbGVjdGlvblN0YXRzVHlwZTo1MDU1Mg==
734,100 Auras,0.1818,16.980923076923077,66.0,108.0,1.1219828704905268,4.088,1.8399999999999999,0.71,73.10330073971657,14.3019370427653,14.4949370427653,Q29sbGVjdGlvblN0YXRzVHlwZTo3OTQ4MzQ=
735,Untitled Collection #61601710,0.17,0.17,1.0,1.0,0.0,4.08,0.0,0.0,0.0,4.08,4.08,Q29sbGVjdGlvblN0YXRzVHlwZTo5NzI0NzI=
736,FreakBalls,0.2,22.1052,69.0,109.0,0.5379365259924922,4.056,0.0,0.0,0.0,25.2790652876169,25.2790652876169,Q29sbGVjdGlvblN0YXRzVHlwZTo3OTQ0OTA=
737,The Nemesis Companions,0.025,148.69350004971764,896.0,2937.0,0.17075141088329815,4.05021450595077,-0.5904501873134802,0.645,0.0,9.01581450595077,9.01581450595076,Q29sbGVjdGlvblN0YXRzVHlwZTo4NDAxMDA=
738,Nevin's Underground,0.2,1.2149999999999999,105.0,3.0,-0.55,4.05,-0.7272727272727273,0.3,15.792682926829269,27.54,29.18,Q29sbGVjdGlvblN0YXRzVHlwZTo4MDc0MjM=
739,Tokyo: A Love Story,0.35,6.25,17.0,25.0,1.0,4.0,0.0,0.0,0.0,6.25,6.25,Q29sbGVjdGlvblN0YXRzVHlwZTo4ODk1NzA=
740,Distorted Reality - g6uvyQCJyY,1.0,308.0,76.0,77.0,3.444444444444444,4.0,0.0,0.0,-0.0463215258855585,4.9,15.788,Q29sbGVjdGlvblN0YXRzVHlwZTo3MTgxMDY=
741,Anime Punks,0.059,94.0,158.0,470.0,-0.8175848230572784,4.0,-0.8324022346368715,0.3,15.446919431279671,34.7030000000001,48.2629310396523,Q29sbGVjdGlvblN0YXRzVHlwZTozODgxNw==
742,coin_artist,0.0822916260822916,138.0,59.0,69.0,0.0,4.0,0.0,0.0,0.0,4.0,77.2103740031531,Q29sbGVjdGlvblN0YXRzVHlwZTozNzg0
743,Meeler's Creations,0.1,19.106333333333335,90.0,86.0,0.27154213036565983,3.999,1.8478543563068919,2.19,-0.23044174135723428,12.0205,27.6405,Q29sbGVjdGlvblN0YXRzVHlwZTo3NjExMzQ=
744,Never Ending Town,0.069,27.58241935483871,172.0,430.0,0.4148911859924191,3.977,-0.98989898989899,0.01,1.4832981812613155,13.4088168595386,18.8084168595386,Q29sbGVjdGlvblN0YXRzVHlwZTo3OTUwNDE=
745,Jake's World Editions,0.8,3.965,84.0,5.0,-0.8339086141318007,3.965,0.0,0.0,3.572968721802501,82.1018,100.05552,Q29sbGVjdGlvblN0YXRzVHlwZTo3NzAwNjM=
746,Monster Rehab,0.022,352.91864166666664,1516.0,5365.0,-0.7790868842457588,3.9469,1.712530712530713,1.104,-0.5173966228821102,29.9882,92.1265965008486,Q29sbGVjdGlvblN0YXRzVHlwZTo3NTk2MzU=
747,Hobo Beard Club x 90s,0.001,91.43217241379311,852.0,2690.0,0.0,3.9428,-0.7230769230769231,0.054,0.0,3.9428,3.9428,Q29sbGVjdGlvblN0YXRzVHlwZTo5NzA1OTU=
748,SpiroNFT,0.07,71.21244565217391,264.0,833.0,4.257352941176471,3.9325,189.625,3.8125,2.301930758988016,4.9595,11.9168,Q29sbGVjdGlvblN0YXRzVHlwZTozNjMxMTA=
749,Untitled Collection #63854069,0.035,0.034999999999999996,57.0,1.0,0.0,3.92,0.0,0.0,0.0,3.92,3.92,Q29sbGVjdGlvblN0YXRzVHlwZTo5OTY0MDQ=
750,Rainbows,2.9,58.199999999999996,19.0,30.0,2.373913043478261,3.88,-1.0,0.0,0.0,5.03,14.53,Q29sbGVjdGlvblN0YXRzVHlwZTozNDYxNA==
751,MutantKongz,0.333,160.75,119.0,500.0,-0.4490931167890851,3.858,0.0,0.35,-0.6816995646789455,12.4649983606557,63.9564583606563,Q29sbGVjdGlvblN0YXRzVHlwZTo0ODgzMjY=
752,SATHAR,0.25,0.7403846153846154,34.0,5.0,2.2083333333333335,3.85,-1.0,0.0,0.0,5.55,5.55,Q29sbGVjdGlvblN0YXRzVHlwZTo4Nzg3NjM=
753,Binance,0.0035,8439.43969111111,50311.0,59284.0,1.9668969509841756,3.843615,-1.0,0.0,14.209873454973513,5.168315,370.364334640224,Q29sbGVjdGlvblN0YXRzVHlwZTo1NzEw
754,Art Blocks Ape,0.08,12.24,28.0,153.0,7.0,3.84,42.0,3.44,80.27714285714285,5.6894,6.1494,Q29sbGVjdGlvblN0YXRzVHlwZTo2ODA0OTM=
755,The Nanoz,0.02,7.304468199695122,73.0,156.0,6.851795820552147,3.83952815625,-1.0,0.0,8.854139094387754,4.82852815625,5.31852815624999,Q29sbGVjdGlvblN0YXRzVHlwZTo3OTgyMTU=
756,etheramethystrock,0.08,2.9053030303030303,37.0,50.0,0.0,3.835,-0.8913624220837044,0.366,0.0,3.835,3.835,Q29sbGVjdGlvblN0YXRzVHlwZToxMDE5NTk5
757,etherrubyrock,0.145,1.946173469387755,20.0,25.0,0.0,3.8145,-0.8176139912554653,0.292,0.0,3.8145,3.8145,Q29sbGVjdGlvblN0YXRzVHlwZToxMDE4ODk1
758,Ethermon,7e-06,1193.2634460473994,58710.0,288938.0,-0.4927981690264805,3.81182869924257,1.0120529279331008,0.4073576,1.5271635569531152,21.4575344810228,1947.67829384274,Q29sbGVjdGlvblN0YXRzVHlwZToyNTQz
759,Future Land,0.5,23.94857142857143,59.0,220.0,0.0,3.81,0.0,3.81,0.0,4.015,12.3649999999999,Q29sbGVjdGlvblN0YXRzVHlwZToxNjQ2OA==
760,Slimes World,0.1,30.0,40.0,300.0,0.4615384615384614,3.8,3.3333333333333335,1.3,0.0,6.39999999999999,6.39999999999999,Q29sbGVjdGlvblN0YXRzVHlwZTo5MDIwNTU=
761,Untitled Collection #13358029,0.1,3.79136516014513,5.0,6.0,0.0,3.79136516014513,0.0,0.0,0.0,3.79136516014513,3.79136516014513,Q29sbGVjdGlvblN0YXRzVHlwZTo5MjMzMTY=
762,- Fast Food 3D Punks,0.061,3.686688311688312,89.0,150.0,0.0,3.785,0.5558943089430893,1.531,0.0,3.785,3.785,Q29sbGVjdGlvblN0YXRzVHlwZTo5ODY4NzE=
763,XCOPYCATS_,0.3,13.563529411764705,48.0,61.0,-0.3625524882375757,3.78,0.0,0.62,0.0,13.36,13.36,Q29sbGVjdGlvblN0YXRzVHlwZTo4NTg4NTA=
764,theSimpsonZPunks,0.1,5.2074606741573035,52.0,123.0,5.715380502584209,3.768,-0.5394736842105263,0.91,0.0,4.3291,4.32909999999999,Q29sbGVjdGlvblN0YXRzVHlwZTo5MjI4OTQ=
765,DeadTickets,0.025,244.55667124689919,1780.0,6832.0,2.2612194345004513,3.75855539826177,-0.8447779156655747,0.124,0.0,4.91105539826177,4.91105539826177,Q29sbGVjdGlvblN0YXRzVHlwZTo5NDAyNjc=
766,The Holy Fool,0.25,59.482313016084284,86.0,222.0,1.361099409111605,3.75113685687018,6.834931483464177,3.32655667038079,1.056660162056141,16.4888615172527,24.5061615172527,Q29sbGVjdGlvblN0YXRzVHlwZTo1MTA3NDk=
767,Hiroto Kai Abstract Anomalies,0.65,3.4011627906976742,23.0,39.0,0.0,3.75,4.222222222222222,2.35,0.0,3.75,3.75,Q29sbGVjdGlvblN0YXRzVHlwZTo5NzU3MDQ=
768,de stijl nft,0.67,37.5,48.0,110.0,74.0,3.75,3.7500000000000004,2.85,0.0,3.8,48.6288275991301,Q29sbGVjdGlvblN0YXRzVHlwZTo0NDM3Mg==
769,DREAMERS KEEP DREAMING,0.25,5.0,9.0,20.0,0.0,3.75,0.0,3.75,0.0,3.75,3.75,Q29sbGVjdGlvblN0YXRzVHlwZToxMDA5MDM1
770,HodlHippos,0.2,71.155,119.0,171.0,-0.7543102317159577,3.745,0.0,2.965,1138.105882352941,19.3648,19.8282956899783,Q29sbGVjdGlvblN0YXRzVHlwZToyOTYw
771,Crypto Plebes,0.01,5.5652319509967265,64.0,250.0,0.0,3.7398358710698,0.0,3.7404025185519,0.0,3.73983587106978,3.73983587106978,Q29sbGVjdGlvblN0YXRzVHlwZTo5NTMxOTE=
772,Project INK,0.01,188.54614999999998,447.0,1921.0,-0.9286109404398916,3.7297,-0.9291579455804219,0.044,0.0,55.9743999999999,55.9744,Q29sbGVjdGlvblN0YXRzVHlwZTo5MDc1MDY=
773,WeGoBattle.com Pods,0.35,926.17525,164.0,1001.0,0.0,3.701,-1.0,0.0,0.0,3.701,3.701,Q29sbGVjdGlvblN0YXRzVHlwZToxMDAwODg2
774,Misfit University Official,0.009,222.84774099123794,2154.0,10000.0,0.6136412215723228,3.69927250045455,-0.40716057869283645,0.298672500454549,-0.8904907885997022,12.0544725004545,332.232729885516,Q29sbGVjdGlvblN0YXRzVHlwZTo3Mzk5Mjk=
775,Smart Zombie Lab,0.01,97.10768041237114,810.0,2550.0,-0.8065212631669202,3.6939,0.7499999999999998,0.483,0.0,22.78592044867,22.78592044867,Q29sbGVjdGlvblN0YXRzVHlwZTo4OTM1MTE=
776,JunkYardBones,0.025,50.04677063333599,560.0,897.0,-0.8707679516333184,3.68237108338927,-0.2342342342342342,0.085,0.0,69.2163637521081,69.2163637521082,Q29sbGVjdGlvblN0YXRzVHlwZTo3NjIxNjE=
777,League of Kingdoms (Ethereum),0.0018,722.3901574066103,1257.0,4916.0,-0.5710836641647332,3.67366841642906,0.2242466713384724,0.5241,1.334327517001706,35.8529464326203,978.230901260428,Q29sbGVjdGlvblN0YXRzVHlwZToxMDI2NA==
778,Untitled Collection #62819027,0.1,0.1742857142857143,1.0,1.0,0.0,3.66,0.0,0.12,0.0,3.66,3.78,Q29sbGVjdGlvblN0YXRzVHlwZTo5NzMyODU=
779,NessGraphicsVault,2.5,93.33,19.0,51.0,0.0,3.66,0.0,0.0,0.0,3.66,3.66,Q29sbGVjdGlvblN0YXRzVHlwZTo5NDAwNzg=
780,CeoPunks,0.55,73.0,35.0,60.0,1.6071428571428572,3.65,0.0,0.0,0.0,36.8579,40.7894,Q29sbGVjdGlvblN0YXRzVHlwZToyMjgwMDA=
781,Folia,0.15,299.665,279.0,821.0,1.2054380664652566,3.65,-0.23664122137404583,1.0,5.812850431883619,44.958,73.1289,Q29sbGVjdGlvblN0YXRzVHlwZTozMzk1OA==
782,Jason Chambers Art,0.2,16.835,85.0,74.0,-0.887098014093033,3.64,0.0,0.25,4.167726105182916,42.3753540624999,52.4153540624999,Q29sbGVjdGlvblN0YXRzVHlwZTo5ODczMw==
783,Cosmic Chickens,0.08,3.882038834951456,76.0,110.0,0.0,3.635,-1.0,0.0,0.0,3.635,3.635,Q29sbGVjdGlvblN0YXRzVHlwZToxMDAwNDQ3
784,Ocean's 11,10.0,3.63,8.0,11.0,0.0,3.63,-1.0,0.0,0.0,3.63,3.63,Q29sbGVjdGlvblN0YXRzVHlwZToxMDI3MjUw
785,Rare Pizzas Box,0.1495,240.19764705882355,456.0,1128.0,8.211195928753181,3.62,0.0,3.62,1.492840151126452,5.3444,125.82663678434,Q29sbGVjdGlvblN0YXRzVHlwZToxNzQwOTQ=
786,Rovi Transporter,0.11,49.98838378378378,153.0,513.0,0.0,3.6054,0.9446540880503146,2.1644,0.0,3.6054,3.6054,Q29sbGVjdGlvblN0YXRzVHlwZToxMDAwMzcx
787,Ignite the Night,0.2,10.0,15.0,50.0,0.0,3.6,-1.0,0.0,0.0,3.6,3.6,Q29sbGVjdGlvblN0YXRzVHlwZTo5NjgzMDk=
788,Dot Pigeon,0.6942,1879.2,99.0,1566.0,0.5000000000000001,3.6,0.0,1.6,2.5087719298245617,6.0,65.5190080493557,Q29sbGVjdGlvblN0YXRzVHlwZToxNTQwMw==
789,The Streets of San Francisco,3.5,4.0,11.0,20.0,8.0,3.6,0.0,1.2,0.0,4.0,4.0,Q29sbGVjdGlvblN0YXRzVHlwZTo5MDU0MDk=
790,Aworld,1.29818768990364,8.98209479608575,3.0,5.0,0.0,3.5928379184343,0.0,3.5928379184343,0.0,3.5928379184343,3.5928379184343,Q29sbGVjdGlvblN0YXRzVHlwZToxMDA1NTQ3
791,Pixel Cats,0.8,144.39333333333335,67.0,121.0,-0.5245683930942895,3.58,-1.0,0.0,0.0,17.23,74.0262418264727,Q29sbGVjdGlvblN0YXRzVHlwZToxMjAyMA==
792,Bored Ape Pixel Club Official,0.05,29.01703718816916,192.0,373.0,-0.6944161934984074,3.57850860765625,-0.8667262969588552,0.149,1.8760313023488502,26.5170086076564,35.7370086076562,Q29sbGVjdGlvblN0YXRzVHlwZTo3NDA4MjU=
793,Slumboginis,0.01,321.73338963963965,2212.0,10000.0,-0.9579277445014284,3.571240625,-0.2836897706776603,0.278,0.0,88.4547483590039,88.4547483590039,Q29sbGVjdGlvblN0YXRzVHlwZTo5Mzk1ODk=
794,Bored Ape Remix Club - by Dario De Siena,0.155,14.2036,237.0,76.0,0.8127010056664453,3.5509,0.0,1.226,-0.17643400322800973,21.5841,55.5301999999997,Q29sbGVjdGlvblN0YXRzVHlwZTo1Mjk1NTg=
795,Tom Fry Studio,0.11,7.547921052631579,161.0,81.0,0.643155452436195,3.541,-1.0,0.0,-0.17690156647089328,19.368,44.5236,Q29sbGVjdGlvblN0YXRzVHlwZTo1NzAwODY=
796,VinTV,0.075,15.952695652173913,52.0,104.0,0.21908508549777786,3.528,0.0,0.0,47.562180365902826,8.76547355604546,9.17097355604546,Q29sbGVjdGlvblN0YXRzVHlwZTo2NzcyNDg=
797,Bored Punk Yacht Club,0.35,267.813,334.0,763.0,-0.8567341091188128,3.51,4.444444444444444,1.47,0.0,28.0099,28.0099,Q29sbGVjdGlvblN0YXRzVHlwZTo5MDIxMjg=
798,0xCrystals,0.1,1.75,24.0,5.0,7.749999999999999,3.5,0.0,0.0,0.0,3.9,3.9,Q29sbGVjdGlvblN0YXRzVHlwZTo5MzUyMDI=
799,The Manifestians 2,2.49866793355986,18.0,16.0,36.0,0.0,3.5,-0.6,1.0,0.0,17.0,17.0,Q29sbGVjdGlvblN0YXRzVHlwZTo3MzkxODA=
800,Untitled Collection #63445258,0.035,0.035,53.0,1.0,0.0,3.5,0.0,0.0,0.0,3.5,3.5,Q29sbGVjdGlvblN0YXRzVHlwZTo5OTI2OTY=
801,Voxel Graphics,0.3,5.95,8.0,17.0,0.0,3.5,-1.0,0.0,0.0,3.5,3.5,Q29sbGVjdGlvblN0YXRzVHlwZToxMTY3OTU=
802,0xCrystals,0.1,1.75,24.0,5.0,7.749999999999999,3.5,0.0,0.0,0.0,3.9,3.9,Q29sbGVjdGlvblN0YXRzVHlwZTo5MzUyMDI=
803,Rainicorn Evolved,0.065,2.267027027027027,102.0,24.0,-0.5774379243730601,3.495,0.16666666666666666,0.21,0.0,11.7659741398695,11.7659741398695,Q29sbGVjdGlvblN0YXRzVHlwZTo5NDU2NjU=
